family,subfamily,clade,genus,Consensus estimate,phylogenetic estimate,Spp recognized (The Plant List),Spp studied,Positive reports,Negative reports,GRIN,TRY,Nodulation_clade,Werner et al. 2014,Li et al. 2015,Sprent 2009,Rai et al. 2000,Chaia et al. 2010,Other sources,Ref:other,Comments
Fabaceae,Papilionoideae,Vatairea,Sweetia,None,unlikely_Rhizobia,2,2,1,2,ambiguous,,,None,Rhizobia,None,,,None,"Khasa et al. 1990 (nat, 1sp)",
Fabaceae,Papilionoideae,Vatairea,Vatairea,None,unlikely_Rhizobia,8,3,0,3,None,Present,None,None,None,None,,,,,
Fabaceae,Papilionoideae,Vatairea,Vataireopsis,None,unlikely_Rhizobia,4,1,0,1,None,None,None,None,None,None,,,,,
Fabaceae,Papilionoideae,,Acmispon,Rhizobia,likely_Rhizobia,33,2,2,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Adenodolichos,Rhizobia,likely_Rhizobia,22,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Afgekia,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Akschindlium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Antheroporum,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Antopetitia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Aphyllodium,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Arthroclianthus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Austrodolichos,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Barbieria,likely_Rhizobia,likely_Rhizobia,1,1,0,1,,,,,,None,,,,,
Fabaceae,Papilionoideae,,Behaimia,likely_Rhizobia,likely_Rhizobia,1,1,1,0,,,,,,,,,Rhizobia,Borhidi 1988,
Fabaceae,Papilionoideae,,Bergeronia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,unrecognized,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Bionia,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,,Biserrula,Rhizobia,likely_Rhizobia,0,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Bolusafra,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Burkilliodendron,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Camptosema,Rhizobia,likely_Rhizobia,18,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Campylotropis,Rhizobia,likely_Rhizobia,41,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Carrissoa,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Chadsia,Rhizobia,likely_Rhizobia,9,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Chrysoscias,likely_Rhizobia,likely_Rhizobia,0,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Clathrotropis,Rhizobia,likely_Rhizobia,6,3,3,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Cleobulia,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Clitoriopsis,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Cochlianthus,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Collaea,Rhizobia,likely_Rhizobia,9,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Corethrodendron,Rhizobia,likely_Rhizobia,5,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Cratylia,Rhizobia,likely_Rhizobia,7,3,3,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Cruddasia,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Cymbosema,Rhizobia,likely_Rhizobia,1,0,0,0,,,Rhizobia,Rhizobia,,,,,,,
Fabaceae,Papilionoideae,,Cytisopsis,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Dahlstedtia,Rhizobia,likely_Rhizobia,1,2,2,2,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Dendrolobium,Rhizobia,likely_Rhizobia,18,3,3,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Dermatophyllum,unlikely_Rhizobia,unlikely_Rhizobia,6,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,,Desmodiastrum,Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Dewevrea,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Diphyllarium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Dorycnopsis,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Droogmansia,Rhizobia,likely_Rhizobia,24,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Dumasia,Rhizobia,likely_Rhizobia,11,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Dunbaria,Rhizobia,likely_Rhizobia,25,4,4,0,Rhizobia,Present,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Dysolobium,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Eleiotis,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Eminia,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Endosamara,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Erophaca,Rhizobia,likely_Rhizobia,1,0,0,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Eversmannia,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Hammatolobium,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Hanslia,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Hegnera,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Herpyza,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Hesperothamnus,likely_Rhizobia,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Hosackia,Rhizobia,likely_Rhizobia,15,5,5,0,Rhizobia,Present,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Hymenocarpos,Rhizobia,likely_Rhizobia,1,4,4,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Kebirita,Rhizobia,likely_Rhizobia,1,1,1,0,,,,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Lackeya,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Leptodesmia,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Luzonia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Macropsychanthus,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Margaritolobium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,unrecognized,,,,,,,,
Fabaceae,Papilionoideae,,Mastersia,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Mecopus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Meizotropis,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,,Melliniella,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Monarthrocarpus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Montigena,Rhizobia,likely_Rhizobia,0,1,2,0,,,Rhizobia,,,Rhizobia,,,Rhizobia,"Tan et al. 2013 (nat, exp., 1 sp)",
Fabaceae,Papilionoideae,,Neocollettia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Neorudolphia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Nephrodesmus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Nogra,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Ohwia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Ophiocarpus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,unrecognized,,,,,,,,
Fabaceae,Papilionoideae,,Oreophysa,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Ornithopus,Rhizobia,likely_Rhizobia,6,7,8,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Orphanodendron,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Oryxis,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Ototropis,likely_Rhizobia,likely_Rhizobia,0,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,,Ottleya,Rhizobia,likely_Rhizobia,12,1,1,0,Rhizobia,Present,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Ougeinia,Rhizobia,likely_Rhizobia,2,2,4,0,,,Rhizobia,,,,,,Rhizobia,"Pokhriyal et al. 1996 (nat, exp, 1sp); Himmat Singh & Pokhriyal 1999 (nat, exp, 1sp)",
Fabaceae,Papilionoideae,,Pachyrhizus,Rhizobia,likely_Rhizobia,5,5,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Paracalyx,likely_Rhizobia,likely_Rhizobia,6,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Paraderris,Rhizobia,likely_Rhizobia,7,2,2,0,Rhizobia,,,,,,,,,,
Fabaceae,Papilionoideae,,Paratephrosia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Peltiera,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Periandra,Rhizobia,likely_Rhizobia,7,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Phylacium,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Phyllolobium,likely_Rhizobia,likely_Rhizobia,19,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,,Platycyamus,Rhizobia,likely_Rhizobia,2,1,1,1,ambiguous,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Platysepalum,likely_Rhizobia,likely_Rhizobia,12,1,0,1,None,,,,,,,,,,
Fabaceae,Papilionoideae,,Podolotus,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Pseudeminia,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Pseudoeriosema,likely_Rhizobia,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Pseudolotus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Pseudovigna,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Pycnospora,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Pyranthus,likely_Rhizobia,likely_Rhizobia,6,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Requienia,Rhizobia,likely_Rhizobia,3,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Rhodopis,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Sarcodum,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Sartoria,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Schefflerodendron,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Scorpiurus,Rhizobia,likely_Rhizobia,3,3,4,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Sinodolichos,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Spartidium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,unrecognized,,,,,,,,
Fabaceae,Papilionoideae,,Spongiocarpella,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Staminodianthus,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Streblorrhiza,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,unrecognized,,,,,,,,
Fabaceae,Papilionoideae,,Strongylodon,Rhizobia,likely_Rhizobia,14,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Sulla,Rhizobia,likely_Rhizobia,0,0,0,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Sylvichadsia,likely_Rhizobia,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Syrmatium,Rhizobia,likely_Rhizobia,16,3,3,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Tetragonolobus,Rhizobia,likely_Rhizobia,1,6,6,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Teyleria,likely_Rhizobia,likely_Rhizobia,3,1,1,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Trifidacanthus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,,Tripodion,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Vandasina,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Vavilovia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,,Verdesmum,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Betulaceae,,,Alnus,Frankia,likely_Frankia,44,47,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Cannabaceae,,,Parasponia,Rhizobia,unlikely_Rhizobia,0,5,nd,nd,,,,Rhizobia,Rhizobia,,,,,,
Casuarinaceae,,,Allocasuarina,Frankia,likely_Frankia,61,54,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Casuarinaceae,,,Casuarina,Frankia,likely_Frankia,14,16,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Casuarinaceae,,,Gymnostoma,Frankia,likely_Frankia,14,18,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Casuarinaceae,,,Ceuthostoma,Frankia,likely_Frankia,2,2,nd,nd,,,,,Frankia,,,Frankia,,,
Coriariaceae,,,Coriaria,Frankia,unlikely_Frankia,16,12,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Cycadaceae,,,Cycas,Nostocaceae,likely_Nostocaceae,92,4,nd,nd,,None,,,,,Nostocaceae,,,,
Datiscaceae,,,Datisca,Frankia,likely_Frankia,2,2,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Elaeagnaceae,,,Elaeagnus,Frankia,likely_Frankia,98,38,nd,nd,,variable,,Frankia,Frankia,,,Frankia,,,
Elaeagnaceae,,,Hippophae,Frankia,likely_Frankia,6,2,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Elaeagnaceae,,,Lepargyrea,Frankia,likely_Frankia,1,1,nd,nd,,,,,,,,,Frankia,Lšhnis & Leonard 1926,
Elaeagnaceae,,,Shepherdia,Frankia,likely_Frankia,3,2,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Myricaceae,,,Morella,Frankia,likely_Frankia,30,3,nd,nd,,Present,,Frankia,,,,Frankia,,,
Myricaceae,,,Myrica,Frankia,likely_Frankia,20,28,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Myricaceae,,,Comptonia,Frankia,likely_Frankia,1,1,nd,nd,,None,,Frankia,Frankia,,,Frankia,,,
Myricaceae,,,Canacomyrica,unlikely_Frankia,likely_Frankia,1,0,nd,nd,,,,,none,,,,none,Gaulthier et al. 2000,
Rhamnaceae,,Colletieae,Adolphia,Frankia,likely_Frankia,2,1,nd,nd,,,,,Frankia,,,Frankia,,,
Rhamnaceae,,Ceanotheae,Ceanothus,Frankia,likely_Frankia,62,31,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Rhamnaceae,,Colletieae,Discaria,Frankia,likely_Frankia,7,3,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Rhamnaceae,,Colletieae,Colletia,Frankia,likely_Frankia,5,3,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Rhamnaceae,,Colletieae,Kentrothamnus,Frankia,likely_Frankia,1,1,nd,nd,,,,,Frankia,,,Frankia,,,
Rhamnaceae,,Colletieae,Retanilla,Frankia,likely_Frankia,4,2,nd,nd,,,,Frankia,Frankia,,,Frankia,,,
Rhamnaceae,,Colletieae,Trevoa,Frankia,likely_Frankia,5,2,nd,nd,,,,,Frankia,,,Frankia,,,
Rosaceae,,Dryadeae,Cowania,Frankia,likely_Frankia,1,1,nd,nd,,,,,Frankia,,,Frankia,,,
Rosaceae,,Dryadeae,Dryas,Frankia,likely_Frankia,10,3,nd,nd,,variable,,Frankia,Frankia,,,Frankia,,,
Rosaceae,,Dryadeae,Cercocarpus,Frankia,likely_Frankia,5,4,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Rosaceae,,Dryadeae,Chamaebatia,Frankia,likely_Frankia,2,1,nd,nd,,,,,Frankia,,,Frankia,,,
Rosaceae,,Dryadeae,Purshia,Frankia,likely_Frankia,8,3,nd,nd,,Present,,Frankia,Frankia,,,Frankia,,,
Stangeriaceae,,,Stangeria,Nostocaceae,likely_Nostocaceae,1,2,nd,nd,,,,,,,Nostocaceae,,,,
Stangeriaceae,,,Bowenia,Nostocaceae,likely_Nostocaceae,2,2,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Zamia,Nostocaceae,likely_Nostocaceae,65,4,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Ceratozamia,Nostocaceae,likely_Nostocaceae,25,3,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Dioon,Nostocaceae,likely_Nostocaceae,13,2,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Encephalartos,Nostocaceae,likely_Nostocaceae,68,4,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Lepidozamia,Nostocaceae,likely_Nostocaceae,2,1,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Microcycas,Nostocaceae,likely_Nostocaceae,1,1,nd,nd,,,,,,,Nostocaceae,,,,
Zamiaceae,,,Macrozamia,Nostocaceae,likely_Nostocaceae,39,5,nd,nd,,variable,,,,,Nostocaceae,,,,
Zygophyllaceae,,,Augea,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Balanites,likely_present,likely_Rhizobia,10,0,0,0,,None,,,,,,,,,
Zygophyllaceae,,,Bulnesia,likely_present,likely_Rhizobia,10,0,0,0,,None,,,,,,,,,
Zygophyllaceae,,,Fagonia,Present,likely_Rhizobia,34,2,3,1,,,,,,,,,Rhizobia,Sabet 1946; Mostafa & Mahmoud 1951; Athar & Mahmood 1972,
Zygophyllaceae,,,Guaiacum,likely_present,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Izozogia,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Kallstroemia,likely_present,likely_Rhizobia,31,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Larrea,likely_present,likely_Rhizobia,6,1,1,0,,None,,,,,,,,,
Zygophyllaceae,,,Malacocarpus,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Metharme,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Morkillia,likely_present,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Neoluederitzia,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Neoschroetera,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Pintoa,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Plectrocarpa,likely_present,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Porlieria,likely_present,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Sarcozygium,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Schroeterella,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Seetzenia,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Sericodes,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Sisyndite,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Zygophyllum,Present,likely_Rhizobia,69,4,10,0,,,,,,,,,Rhizobia,Sabet 1946; Mostafa & Mahmoud 1951; Athar & Mahmood 1972,
Zygophyllaceae,,,Tetraena,likely_present,likely_Rhizobia,11,0,0,0,,,,,,,,,,,
Zygophyllaceae,,,Tribulus,Present,likely_Rhizobia,12,2,7,0,,,,,,,,,Rhizobia,Isachenko 1913; Sabet 1946; Mostafa & Mahmoud 1951; Athar & Mahmood 1972; Mahmood & Athar 2006,
Zygophyllaceae,,,Viscainoa,likely_present,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
